16009,Mapped,'2180042348','18003295 ',Fri,7/20/2018,14:33:00,2,Chesterfield PD,C,ST. LOUIS,CHESTERFIELD,MO,Motor Vehicle in Transport,Property Damage,CRD CHESTERFIELD AIORT RD,CRD SPIRIT OF ST LOUIS BLVD,  & CRD SPIRIT OF ST LOUIS BLVD,CRD CHESTERFIELD AIORT RD  & CRD SPIRIT OF ST LOUIS BLVD  CHESTERFIELD  MO,Daylight,0,0,"38.6634733, -90.6445777"
16010,Mapped,'2180042022','1811033 ',Fri,7/20/2018,14:49:00,1,Sunset Hills PD,C,ST. LOUIS,SUNSET HILLS,MO,Fixed Object,Property Damage,279361,IS 270,  & IS 270,279361  & IS 270  SUNSET HILLS  MO,Daylight,0,0,"38.5354550, -90.4118390"
16011,Mapped,'2180042021','1811034 ',Fri,7/20/2018,14:50:00,2,Sunset Hills PD,C,ST. LOUIS,SUNSET HILLS,MO,Motor Vehicle in Transport,Property Damage, CRAGWOLD RD,IS 270,  & IS 270, CRAGWOLD RD  & IS 270  SUNSET HILLS  MO,Daylight,0,0,"38.5520646, -90.4282123"
16012,Mapped,'2180042349','18003297 ',Fri,7/20/2018,14:58:00,2,Chesterfield PD,C,ST. LOUIS,CHESTERFIELD,MO,Motor Vehicle in Transport,Property Damage, COLISEUM DR,MO 340,  & MO 340, COLISEUM DR  & MO 340  CHESTERFIELD  MO,Daylight,0,0,"38.6797371, -90.5016163"
16013,Mapped,'2180041721','18036950 ',Fri,7/20/2018,15:30:00,2,St. Louis CO PD,C,ST. LOUIS,NON-CITY OR UNINCOORATED,MO,Motor Vehicle in Transport,Property Damage,228519,CRD BIG BEND RD,  & CRD BIG BEND RD,228519  & CRD BIG BEND RD  NON-CITY OR UNINCOORATED  MO,Daylight,0,0,"38.5681027, -90.4671879"
16014,Not Mapped,'2180044671','181905 ',Fri,7/20/2018,15:38:00,2,Clayton PD,C,ST. LOUIS,CLAYTON,MO,Motor Vehicle in Transport,Property Damage, UNIVERSITY LN, WYDOWN BLVD,  &  WYDOWN BLVD, UNIVERSITY LN  &  WYDOWN BLVD  CLAYTON  MO,Daylight,0,0,"38.6426916, -90.3108912"
16015,Mapped,'2180041800','18036957 ',Fri,7/20/2018,15:42:00,2,St. Louis CO PD,C,ST. LOUIS,NON-CITY OR UNINCOORATED,MO,Motor Vehicle in Transport,Personl Injury,PVT OAK PARKWAY LN,CRD BELLEFONTAINE RD,  & CRD BELLEFONTAINE RD,PVT OAK PARKWAY LN  & CRD BELLEFONTAINE RD  NON-CITY OR UNINCOORATED  MO,Daylight,1,0,"38.7740614, -90.2178410"
16016,Mapped,'2180041720','18036953 ',Fri,7/20/2018,15:45:00,2,St. Louis CO PD,C,ST. LOUIS,NON-CITY OR UNINCOORATED,MO,Motor Vehicle in Transport,Property Damage,CRD ROLENS DR,MO 231,  & MO 231,CRD ROLENS DR  & MO 231  NON-CITY OR UNINCOORATED  MO,Daylight,0,0,"38.4817190, -90.3044850"
16017,Mapped,'2180041710','18036958 ',Fri,7/20/2018,15:50:00,2,St. Louis CO PD,C,ST. LOUIS,FENTON,MO,Motor Vehicle in Transport,Property Damage,282869,IS 44,  & IS 44,282869  & IS 44  FENTON  MO,Daylight,0,0,"38.5426891, -90.4419386"
16018,Mapped,'2180041912','18036955 ',Fri,7/20/2018,15:50:00,1,St. Louis CO PD,C,ST. LOUIS,NON-CITY OR UNINCOORATED,MO,Fixed Object,Personl Injury,CRD ARBORGATE CT,CRD OAKMOOR DR,  & CRD OAKMOOR DR,CRD ARBORGATE CT  & CRD OAKMOOR DR  NON-CITY OR UNINCOORATED  MO,Daylight,1,0,"38.5051377, -90.4825255"
16019,Mapped,'2180041750','18005168 ',Fri,7/20/2018,16:00:00,3,Florissant PD,C,ST. LOUIS,FLORISSANT,MO,Motor Vehicle in Transport,Property Damage, ST FRANCOIS ST, ST FERDINAND ST,  &  ST FERDINAND ST, ST FRANCOIS ST  &  ST FERDINAND ST  FLORISSANT  MO,Daylight,0,0,"38.7955338, -90.3312139"
16020,Mapped,'2180043313','181727 ',Fri,7/20/2018,16:00:00,2,Kirkwood PD,C,ST. LOUIS,KIRKWOOD,MO,Parked Motor Vehicle,Property Damage, GRANDVIEW DR, HARVEY AVE,  &  HARVEY AVE, GRANDVIEW DR  &  HARVEY AVE  KIRKWOOD  MO,Daylight,0,0,"38.5683469, -90.4264316"
16021,Mapped,'3180019472','180443595 ',Fri,7/20/2018,16:15:00,2,Missouri State Highway Patrol-Troop C,C,ST. LOUIS,BRIDGETON,MO,Motor Vehicle in Transport,Property Damage,6399,IS 70,  & IS 70,6399  & IS 70  BRIDGETON  MO,Daylight,0,0,"39.3597763, -77.1617332"
16022,Not Mapped,'2180044637','18036961 ',Fri,7/20/2018,16:31:00,3,St. Louis CO PD,C,ST. LOUIS,FENTON,MO,Motor Vehicle in Transport,Personl Injury,6326,MO 141,  & MO 141,6326  & MO 141  FENTON  MO,Daylight,1,0,"38.7895920, -90.4548333"
16023,Mapped,'2180042027','181325 ',Fri,7/20/2018,16:44:00,2,Berkeley PD,C,ST. LOUIS,BERKELEY,MO,Motor Vehicle in Transport,Property Damage, NATURAL BRIDGE RD,IS 170,  & IS 170, NATURAL BRIDGE RD  & IS 170  BERKELEY  MO,Daylight,0,0,"38.7254946, -90.3395722"
16024,Not Mapped,'3180019024','180443636 ',Fri,7/20/2018,16:50:00,2,Missouri State Highway Patrol-Troop C,C,ST. LOUIS,BERKELEY,MO,Motor Vehicle in Transport,Property Damage,6186,IS 70,  & IS 70,6186  & IS 70  BERKELEY  MO,Daylight,0,0,"39.3605902, -77.1571751"
16025,Mapped,'0180000749','1807009 ',Fri,7/20/2018,16:57:00,2,Overland PD,C,ST. LOUIS,OVERLAND,MO,Motor Vehicle in Transport,Personl Injury, WOODSON RD,RT D,  & RT D, WOODSON RD  & RT D  OVERLAND  MO,Daylight,1,0,"38.6860156, -90.3620074"
16026,Mapped,'2180041679','18036978 ',Fri,7/20/2018,17:00:00,2,St. Louis CO PD,C,ST. LOUIS,NON-CITY OR UNINCOORATED,MO,Motor Vehicle in Transport,Property Damage, EARTH CITY EXPY,IS 70,  & IS 70, EARTH CITY EXPY  & IS 70  NON-CITY OR UNINCOORATED  MO,Daylight,0,0,"38.7735445, -90.4600599"
16027,Mapped,'2180042080','18738 ',Fri,7/20/2018,17:00:00,2,Eureka PD,C,ST. LOUIS,EUREKA,MO,Motor Vehicle in Transport,Property Damage, 5TH ST, SIX FLAGS RD,  &  SIX FLAGS RD, 5TH ST  &  SIX FLAGS RD  EUREKA  MO,Daylight,0,0,"38.5052920, -90.6651121"
16028,Mapped,'2180043412','18000848 ',Fri,7/20/2018,17:00:00,4,St Ann PD,C,ST. LOUIS,ST ANN,MO,Motor Vehicle in Transport,Property Damage, LONG DR,MO 180,  & MO 180, LONG DR  & MO 180  ST ANN  MO,Daylight,0,0,"38.7332082, -90.3912270"
16029,Mapped,'3180019126','180443660 ',Fri,7/20/2018,17:00:00,2,Missouri State Highway Patrol-Troop C,C,ST. LOUIS,NON-CITY OR UNINCOORATED,MO,Motor Vehicle in Transport,Property Damage,104202,IS 70,  & IS 70,104202  & IS 70  NON-CITY OR UNINCOORATED  MO,Daylight,0,0,The address probably not exists
16030,Mapped,'2180041722','18036963 ',Fri,7/20/2018,17:20:00,2,St. Louis CO PD,C,ST. LOUIS,NON-CITY OR UNINCOORATED,MO,Motor Vehicle in Transport,Property Damage,US 67,279195,  & 279195,US 67  & 279195  NON-CITY OR UNINCOORATED  MO,Daylight,0,0,"38.2988337, -90.4021908"
16031,Mapped,'2180042744','18005169 ',Fri,7/20/2018,17:31:00,2,Florissant PD,C,ST. LOUIS,FLORISSANT,MO,Motor Vehicle in Transport,Property Damage,228009,IS 270,  & IS 270,228009  & IS 270  FLORISSANT  MO,Daylight,0,0,"38.7746243, -90.3252291"
16032,Mapped,'2180041723','18036966 ',Fri,7/20/2018,17:40:00,2,St. Louis CO PD,C,ST. LOUIS,NON-CITY OR UNINCOORATED,MO,Motor Vehicle in Transport,Personl Injury, ST JOHNS CHURCH RD,US 67,  & US 67, ST JOHNS CHURCH RD  & US 67  NON-CITY OR UNINCOORATED  MO,Daylight,1,0,"38.2988337, -90.4021908"
16033,Mapped,'2180044327','181720 ',Fri,7/20/2018,18:08:00,2,Creve Coeur PD,C,ST. LOUIS,CREVE COEUR,MO,Working Motor Vehicle,Property Damage, TEMPO DR,PVT TEMPO TRAIL DR,  & PVT TEMPO TRAIL DR, TEMPO DR  & PVT TEMPO TRAIL DR  CREVE COEUR  MO,Daylight,0,0,"38.6687594, -90.4586563"
16034,Mapped,'2180042709','181731 ',Fri,7/20/2018,18:20:00,2,Kirkwood PD,C,ST. LOUIS,KIRKWOOD,MO,Motor Vehicle in Transport,Personl Injury,CRD BIG BEND RD,279285,  & 279285,CRD BIG BEND RD  & 279285  KIRKWOOD  MO,Daylight,1,0,"38.5669750, -90.4028240"
16035,Mapped,'2180041847','18005171 ',Fri,7/20/2018,19:57:00,2,Florissant PD,C,ST. LOUIS,FLORISSANT,MO,Motor Vehicle in Transport,Property Damage, FLOWERIDGE LN, CHARBONIER RD,  &  CHARBONIER RD, FLOWERIDGE LN  &  CHARBONIER RD  FLORISSANT  MO,Daylight,0,0,"38.8111277, -90.3625256"
16036,Mapped,'2180041761','18036987 ',Fri,7/20/2018,20:06:00,2,St. Louis CO PD,C,ST. LOUIS,NON-CITY OR UNINCOORATED,MO,Motor Vehicle in Transport,Personl Injury,CRD WEIDMAN RD,MO 100,  & MO 100,CRD WEIDMAN RD  & MO 100  NON-CITY OR UNINCOORATED  MO,Daylight,3,0,"38.5954712, -90.4910783"
16037,Mapped,'3180020473','180457969 ',Fri,7/20/2018,20:43:00,1,Missouri State Highway Patrol-Troop C,C,ST. LOUIS,NON-CITY OR UNINCOORATED,MO,Other Object,Property Damage, 6464 WJ,IS 70,  & IS 70, 6464 WJ  & IS 70  NON-CITY OR UNINCOORATED  MO,Dark-Lighted,0,0,The address probably not exists
16038,Mapped,'2180042126','181055 ',Fri,7/20/2018,20:44:00,2,Richmond Heights PD,C,ST. LOUIS,RICHMOND HEIGHTS,MO,Motor Vehicle in Transport,Property Damage,IS 64, HANLEY RD,  &  HANLEY RD,IS 64  &  HANLEY RD  RICHMOND HEIGHTS  MO,Dark-Lighted,0,0,"38.6488301, -90.3339055"
16039,Mapped,'2180042716','181722 ',Fri,7/20/2018,21:15:00,2,Creve Coeur PD,C,ST. LOUIS,CREVE COEUR,MO,Motor Vehicle in Transport,Property Damage, S NEW BALLAS RD, CONWAY RD,  &  CONWAY RD, S NEW BALLAS RD  &  CONWAY RD  CREVE COEUR  MO,Dark-Lighted,0,0,"38.6415930, -90.4435748"
16040,Mapped,'2180043579','18000821 ',Fri,7/20/2018,21:28:00,2,Ellisville PD,C,ST. LOUIS,ELLISVILLE,MO,Motor Vehicle in Transport,Property Damage,MO 100,MO 340,  & MO 340,MO 100  & MO 340  ELLISVILLE  MO,Dark-Lighted,0,0,"38.5926084, -90.5859643"
16041,Mapped,'2180042726','1804800 ',Fri,7/20/2018,22:27:00,2,Maryland Heights PD,C,ST. LOUIS,MARYLAND HEIGHTS,MO,Parked Motor Vehicle,Property Damage, GLENMEADE DR, GLENGATE DR,  &  GLENGATE DR, GLENMEADE DR  &  GLENGATE DR  MARYLAND HEIGHTS  MO,Dark-Unlighted,0,0,"38.7069530, -90.4519760"
16042,Mapped,'3180020514','180444474 ',Fri,7/20/2018,22:54:00,2,Missouri State Highway Patrol-Troop C,C,ST. LOUIS,FERGUSON,MO,Motor Vehicle in Transport,Personl Injury,ERM WEST IS 270 MILE 296,IS 270,  & IS 270,ERM WEST IS 270 MILE 296  & IS 270  FERGUSON  MO,Dark-Unlighted,5,0,"38.7442175, -90.3053915"
16043,Mapped,'2180041764','1806959 ',Fri,7/20/2018,22:55:00,2,Manchester PD,C,ST. LOUIS,MANCHESTER,MO,Motor Vehicle in Transport,Personl Injury, MERAMEC STATION RD, BIG BEND RD,  &  BIG BEND RD, MERAMEC STATION RD  &  BIG BEND RD  MANCHESTER  MO,Dark-Unlighted,3,0,"38.5676967, -90.4958680"
16044,Mapped,'2180044156','1804801 ',Fri,7/20/2018,23:00:00,1,Maryland Heights PD,C,ST. LOUIS,MARYLAND HEIGHTS,MO,Fixed Object,Personl Injury,MO 141,279573,  & 279573,MO 141  & 279573  MARYLAND HEIGHTS  MO,Dark-Unlighted,1,0,"38.7447123, -90.4660719"
16045,Mapped,'2180042668','18037012 ',Fri,7/20/2018,23:29:00,1,St. Louis CO PD,C,ST. LOUIS,NON-CITY OR UNINCOORATED,MO,Fixed Object,Personl Injury,CRD PEPPER LN, CHAMBERS RD,  &  CHAMBERS RD,CRD PEPPER LN  &  CHAMBERS RD  NON-CITY OR UNINCOORATED  MO,Dark-Lighted,1,0,"38.7503998, -90.2506827"
16046,Mapped,'2180041738','1803943 ',Sat,7/21/2018,0:00:00,2,Ferguson PD,C,ST. LOUIS,FERGUSON,MO,Motor Vehicle in Transport,Property Damage, HARRISON AVE, SUBURBAN AVE,  &  SUBURBAN AVE, HARRISON AVE  &  SUBURBAN AVE  FERGUSON  MO,Daylight,0,0,"38.7390543, -90.3044938"
16047,Mapped,'2180041798','18037151 ',Sat,7/21/2018,0:00:00,2,St. Louis CO PD,C,ST. LOUIS,NON-CITY OR UNINCOORATED,MO,Parked Motor Vehicle,Property Damage,CRD ROSEMARY AVE,MO 30,  & MO 30,CRD ROSEMARY AVE  & MO 30  NON-CITY OR UNINCOORATED  MO,Unknown,0,0,"38.5569167, -90.3076700"
16048,Mapped,'2180041841','18037015 ',Sat,7/21/2018,0:20:00,2,St. Louis CO PD,C,ST. LOUIS,JENNINGS,MO,Motor Vehicle in Transport,Property Damage, HAMILTON AVE, WEST FLORISSANT AVE,  &  WEST FLORISSANT AVE, HAMILTON AVE  &  WEST FLORISSANT AVE  JENNINGS  MO,Dark-Lighted,0,0,"38.7151529, -90.2577798"
16049,Mapped,'2180042127','181056 ',Sat,7/21/2018,0:29:00,1,Richmond Heights PD,C,ST. LOUIS,RICHMOND HEIGHTS,MO,Fixed Object,Property Damage,BRIDGE A8015,6434,  & 6434,BRIDGE A8015  & 6434  RICHMOND HEIGHTS  MO,Dark-Lighted,0,0,"38.6286631, -90.3195596"
16050,Mapped,'2180042777','201802738 ',Sat,7/21/2018,1:04:00,2,Hazelwood PD,C,ST. LOUIS,HAZELWOOD,MO,Motor Vehicle in Transport,Property Damage, JAMES S MCDONNELL BLVD,IS 270,  & IS 270, JAMES S MCDONNELL BLVD  & IS 270  HAZELWOOD  MO,Dark-Unlighted,0,0,"38.7791115, -90.3888233"
16051,Mapped,'2180043774','181816 ',Sat,7/21/2018,1:29:00,2,Bellefontaine Neighbors PD,C,ST. LOUIS,BELLEFONTAINE NEIGHBORS,MO,Parked Motor Vehicle,Personl Injury, COBURG LANDS DR,CRD BELLEFONTAINE RD,  & CRD BELLEFONTAINE RD, COBURG LANDS DR  & CRD BELLEFONTAINE RD  BELLEFONTAINE NEIGHBORS  MO,Dark-Lighted,3,0,"38.7581033, -90.2253285"
16052,Mapped,'2180042779','201802742 ',Sat,7/21/2018,9:15:00,2,Hazelwood PD,C,ST. LOUIS,HAZELWOOD,MO,Motor Vehicle in Transport,Property Damage, IMPERIAL DR EJ, VILLAGE SQUARE DR,  &  VILLAGE SQUARE DR, IMPERIAL DR EJ  &  VILLAGE SQUARE DR  HAZELWOOD  MO,Daylight,0,0,"38.7808387, -90.3609344"
16053,Not Mapped,'2180044878','18003307 ',Sat,7/21/2018,9:20:00,2,Chesterfield PD,C,ST. LOUIS,CHESTERFIELD,MO,Parked Motor Vehicle,Property Damage, THISTLEBRIAR CT, SILVERWOOD LN,  &  SILVERWOOD LN, THISTLEBRIAR CT  &  SILVERWOOD LN  CHESTERFIELD  MO,Daylight,0,0,"38.6265228, -90.5595337"
16054,Not Mapped,'2180042890','1803944 ',Sat,7/21/2018,9:25:00,2,Ferguson PD,C,ST. LOUIS,NON-CITY OR UNINCOORATED,MO,Motor Vehicle in Transport,Property Damage,SOR 270,CRD NEW HALLS FERRY RD,  & CRD NEW HALLS FERRY RD,SOR 270  & CRD NEW HALLS FERRY RD  NON-CITY OR UNINCOORATED  MO,Daylight,0,0,"38.7684670, -90.2655170"
16055,Mapped,'2180041785','18037059 ',Sat,7/21/2018,9:48:00,2,St. Louis CO PD,C,ST. LOUIS,FENTON,MO,Motor Vehicle in Transport,Property Damage,CO MO30E TO SUMMIT RD,CRD SUMMIT RD,  & CRD SUMMIT RD,CO MO30E TO SUMMIT RD  & CRD SUMMIT RD  FENTON  MO,Daylight,0,0,"38.5049993, -90.4658366"
16056,Mapped,'2180042781','201802744 ',Sat,7/21/2018,10:02:00,3,Hazelwood PD,C,ST. LOUIS,HAZELWOOD,MO,Motor Vehicle in Transport,Property Damage, CHEZ PAREE DR,US 67,  & US 67, CHEZ PAREE DR  & US 67  HAZELWOOD  MO,Daylight,0,0,"38.7877809, -90.3492424"
16057,Mapped,'2180041789','18037061 ',Sat,7/21/2018,10:25:00,2,St. Louis CO PD,C,ST. LOUIS,NON-CITY OR UNINCOORATED,MO,Motor Vehicle in Transport,Property Damage, LINDBERGH BLVD,279195,  & 279195, LINDBERGH BLVD  & 279195  NON-CITY OR UNINCOORATED  MO,Daylight,0,0,"38.8150750, -90.2862466"
16058,Mapped,'2180042043','1814137 ',Sat,7/21/2018,10:36:00,2,Ballwin PD,C,ST. LOUIS,BALLWIN,MO,Motor Vehicle in Transport,Personl Injury, HOLLOWAY RD,MO 100,  & MO 100, HOLLOWAY RD  & MO 100  BALLWIN  MO,Daylight,1,0,"38.5929658, -90.5462380"
16059,Not Mapped,'2180042496','18037064 ',Sat,7/21/2018,10:40:00,2,St. Louis CO PD,C,ST. LOUIS,WILDWOOD,MO,Motor Vehicle in Transport,Property Damage, 100 WJ, TRUMAN RD,  &  TRUMAN RD, 100 WJ  &  TRUMAN RD  WILDWOOD  MO,Daylight,0,0,"38.5868096, -90.6101395"
16060,Mapped,'2180041773','18037063 ',Sat,7/21/2018,10:44:00,2,St. Louis CO PD,C,ST. LOUIS,NON-CITY OR UNINCOORATED,MO,Motor Vehicle in Transport,Property Damage,904800,IS 55,  & IS 55,904800  & IS 55  NON-CITY OR UNINCOORATED  MO,Daylight,0,0,"37.9642529, -91.8318334"
16061,Mapped,'2180044157','1804807 ',Sat,7/21/2018,11:10:00,2,Maryland Heights PD,C,ST. LOUIS,MARYLAND HEIGHTS,MO,Motor Vehicle in Transport,Personl Injury,PVT PRIVATE RD, CREVE COEUR MILL RD,  &  CREVE COEUR MILL RD,PVT PRIVATE RD  &  CREVE COEUR MILL RD  MARYLAND HEIGHTS  MO,Daylight,2,0,"38.7147291, -90.4942350"
16062,Mapped,'2180041694','18036904 ',Sat,7/21/2018,11:30:00,1,St. Louis CO PD,C,ST. LOUIS,NON-CITY OR UNINCOORATED,MO,Animal,Property Damage,CRD BLACK FOREST DR,MO 231,  & MO 231,CRD BLACK FOREST DR  & MO 231  NON-CITY OR UNINCOORATED  MO,Daylight,0,0,"38.4681960, -90.3055471"
16063,Mapped,'2180043106','1803946 ',Sat,7/21/2018,11:44:00,3,Ferguson PD,C,ST. LOUIS,FERGUSON,MO,Motor Vehicle in Transport,Personl Injury, CANFIELD DR, WEST FLORISSANT AVE,  &  WEST FLORISSANT AVE, CANFIELD DR  &  WEST FLORISSANT AVE  FERGUSON  MO,Daylight,2,0,"38.7381145, -90.2784267"
16064,Mapped,'2180042103','18037083 ',Sat,7/21/2018,12:00:00,2,St. Louis CO PD,C,ST. LOUIS,NON-CITY OR UNINCOORATED,MO,Motor Vehicle in Transport,Personl Injury,CRD WILLETTE TER,MO 231,  & MO 231,CRD WILLETTE TER  & MO 231  NON-CITY OR UNINCOORATED  MO,Daylight,1,0,"38.5075607, -90.2948028"
16065,Mapped,'2180043890','18037084 ',Sat,7/21/2018,12:15:00,2,St. Louis CO PD,C,ST. LOUIS,FENTON,MO,Motor Vehicle in Transport,Property Damage,901528,IS 44,  & IS 44,901528  & IS 44  FENTON  MO,Daylight,0,0,"38.5126456, -90.4429881"
16066,Mapped,'2180044041','18000465 ',Sat,7/21/2018,12:15:00,2,Bel Ridge Rd,C,ST. LOUIS,BEL-RIDGE,MO,Motor Vehicle in Transport,Personl Injury, NORTH HANLEY RD, NATURAL BRIDGE RD,  &  NATURAL BRIDGE RD, NORTH HANLEY RD  &  NATURAL BRIDGE RD  BEL-RIDGE  MO,Daylight,1,0,"38.7107591, -90.3195581"
16067,Mapped,'2180042782','20182746 ',Sat,7/21/2018,12:20:00,2,Hazelwood PD,C,ST. LOUIS,HAZELWOOD,MO,Motor Vehicle in Transport,Property Damage, BEHLMANN LN, HOWDERSHELL RD,  &  HOWDERSHELL RD, BEHLMANN LN  &  HOWDERSHELL RD  HAZELWOOD  MO,Daylight,0,0,"38.7818545, -90.3878206"
16068,Not Mapped,'3180019444','180445510 ',Sat,7/21/2018,12:26:00,2,Missouri State Highway Patrol-Troop C,C,ST. LOUIS,FLORISSANT,MO,Motor Vehicle in Transport,Property Damage,228006,IS 270,  & IS 270,228006  & IS 270  FLORISSANT  MO,Daylight,0,0,"38.7746243, -90.3252291"
16069,Mapped,'2180041781','18037091 ',Sat,7/21/2018,12:59:00,2,St. Louis CO PD,C,ST. LOUIS,NON-CITY OR UNINCOORATED,MO,Motor Vehicle in Transport,Property Damage, TITUS RD, HANLEY RD,  &  HANLEY RD, TITUS RD  &  HANLEY RD  NON-CITY OR UNINCOORATED  MO,Daylight,0,0,"37.9642529, -91.8318334"
16070,Mapped,'2180041802','1806985 ',Sat,7/21/2018,13:10:00,2,Manchester PD,C,ST. LOUIS,MANCHESTER,MO,Motor Vehicle in Transport,Property Damage, HENRY AVE,MO 100,  & MO 100, HENRY AVE  & MO 100  MANCHESTER  MO,Daylight,0,0,"38.5930868, -90.5161004"
16071,Mapped,'2180042484','1801076 ',Sat,7/21/2018,13:11:00,2,Town and Country PD,C,ST. LOUIS,TOWN AND COUNTRY,MO,Motor Vehicle in Transport,Property Damage,104396,MO 141,  & MO 141,104396  & MO 141  TOWN AND COUNTRY  MO,Daylight,0,0,"38.6072467, -90.5104164"
16072,Mapped,'2180043047','18037094 ',Sat,7/21/2018,13:14:00,1,St. Louis CO PD,C,ST. LOUIS,WILDWOOD,MO,Fixed Object,Property Damage, STRECKER CT, STRECKER RD,  &  STRECKER RD, STRECKER CT  &  STRECKER RD  WILDWOOD  MO,Daylight,0,0,"38.6030075, -90.6126452"
16073,Mapped,'2180041804','18037092 ',Sat,7/21/2018,13:20:00,2,St. Louis CO PD,C,ST. LOUIS,NON-CITY OR UNINCOORATED,MO,Motor Vehicle in Transport,Personl Injury,CRD ROYAL OAK DR, PARKER RD,  &  PARKER RD,CRD ROYAL OAK DR  &  PARKER RD  NON-CITY OR UNINCOORATED  MO,Daylight,1,0,"42.4894801, -83.1446485"
16074,Mapped,'2180041774','18037099 ',Sat,7/21/2018,13:30:00,2,St. Louis CO PD,C,ST. LOUIS,NON-CITY OR UNINCOORATED,MO,Motor Vehicle in Transport,Personl Injury,CRD BRENDA AVE,MO 30,  & MO 30,CRD BRENDA AVE  & MO 30  NON-CITY OR UNINCOORATED  MO,Daylight,1,0,"38.5523178, -90.3246070"
16075,Mapped,'2180042891','1803950 ',Sat,7/21/2018,13:30:00,2,Ferguson PD,C,ST. LOUIS,FERGUSON,MO,Motor Vehicle in Transport,Property Damage, WEST FLORISSANT AVE, SOMERSET TERRACE DR,  &  SOMERSET TERRACE DR, WEST FLORISSANT AVE  &  SOMERSET TERRACE DR  FERGUSON  MO,Daylight,0,0,"38.7657508, -90.2806611"
16076,Mapped,'2180042352','18003314 ',Sat,7/21/2018,13:38:00,2,Chesterfield PD,C,ST. LOUIS,CHESTERFIELD,MO,Pedalcycle,Personl Injury, HIGHLAND PARK DR,MO 340,  & MO 340, HIGHLAND PARK DR  & MO 340  CHESTERFIELD  MO,Daylight,1,0,"38.6797656, -90.5022476"
